"SYMBOL","STRING_id"
"LTA4H","9606.ENSP00000228740"
"LTB","9606.ENSP00000410481"
"LTB4DH","9606.ENSP00000311572"
"LTB4R","9606.ENSP00000307445"
"LTB4R2","9606.ENSP00000433290"
"LTBP1","9606.ENSP00000386043"
"LTBP3","9606.ENSP00000301873"
"LTBP4","9606.ENSP00000311905"
"LTBR","9606.ENSP00000228918"
"LTC4S","9606.ENSP00000292596"
"LTF","9606.ENSP00000231751"
"LTK","9606.ENSP00000263800"
"LTV1","9606.ENSP00000356548"
"LUC7L","9606.ENSP00000293872"
"LUC7L2","9606.ENSP00000347005"
"LUM","9606.ENSP00000266718"
"LUZP1","9606.ENSP00000303758"
"LUZP2","9606.ENSP00000336817"
"LUZP5","9606.ENSP00000348657"
"LUZPP1","9606.ENSP00000470117"
"LXN","9606.ENSP00000264265"
"LY6D","9606.ENSP00000301263"
"LY6E","9606.ENSP00000292494"
"LY6H","9606.ENSP00000342711"
"LY75","9606.ENSP00000451511"
"LY86","9606.ENSP00000230568"
"LY9","9606.ENSP00000349955"
"LY96","9606.ENSP00000284818"
"LYAR","9606.ENSP00000345917"
"LYCAT","9606.ENSP00000310551"
"LYK5","9606.ENSP00000336655"
"LYL1","9606.ENSP00000264824"
"LYN","9606.ENSP00000428924"
"LYNX1","9606.ENSP00000337950"
"LYPD1","9606.ENSP00000380605"
"LYPD2","9606.ENSP00000352163"
"LYPD3","9606.ENSP00000244333"
"LYPD4","9606.ENSP00000328737"
"LYPLA1","9606.ENSP00000320043"
"LYPLA2","9606.ENSP00000363638"
"LYPLA3","9606.ENSP00000219345"
"LYST","9606.ENSP00000374443"
"LYZ","9606.ENSP00000261267"
"LYZL1","9606.ENSP00000364650"
"LYZL2","9606.ENSP00000364467"
"LZTFL1","9606.ENSP00000296135"
"LZTR1","9606.ENSP00000215739"
"LZTR2","9606.ENSP00000308339"
"LZTS1","9606.ENSP00000265801"
"LZTS2","9606.ENSP00000359240"
"M-RIP","9606.ENSP00000379156"
"M6PR","9606.ENSP00000000412"
"M6PRBP1","9606.ENSP00000221957"
"MAB21L1","9606.ENSP00000369251"
"MAB21L2","9606.ENSP00000324701"
"MACF1","9606.ENSP00000354573"
"MAD1L1","9606.ENSP00000265854"
"MAD2L1","9606.ENSP00000296509"
"MAD2L1BP","9606.ENSP00000410818"
"MAD2L2","9606.ENSP00000235310"
"MADCAM1","9606.ENSP00000215637"
"MADD","9606.ENSP00000310933"
"MAEA","9606.ENSP00000302830"
"MAF","9606.ENSP00000327048"
"MAF1","9606.ENSP00000318604"
"MAFA","9606.ENSP00000328364"
"MAFB","9606.ENSP00000362410"
"MAFF","9606.ENSP00000345393"
"MAFG","9606.ENSP00000350369"
"MAFK","9606.ENSP00000344903"
"MAG","9606.ENSP00000376048"
"MAGEA1","9606.ENSP00000349085"
"MAGEA12","9606.ENSP00000350592"
"MAGEA2","9606.ENSP00000359307"
"MAGEA2B","9606.ENSP00000333487"
"MAGEA3","9606.ENSP00000359301"
"MAGEA4","9606.ENSP00000276344"
"MAGEB1","9606.ENSP00000368264"
"MAGEB2","9606.ENSP00000368273"
"MAGEB4","9606.ENSP00000368266"
"MAGEC1","9606.ENSP00000285879"
"MAGEC2","9606.ENSP00000354660"
"MAGED1","9606.ENSP00000364847"
"MAGED2","9606.ENSP00000218439"
"MAGED4","9606.ENSP00000364777"
"MAGEF1","9606.ENSP00000315064"
"MAGEH1","9606.ENSP00000343706"
"MAGEL2","9606.ENSP00000433433"
"MAGI1","9606.ENSP00000385450"
"MAGI2","9606.ENSP00000346151"
"MAGI3","9606.ENSP00000304604"
"MAGMAS","9606.ENSP00000315693"
"MAGOH","9606.ENSP00000360525"
"MAK","9606.ENSP00000313021"
"MAK10","9606.ENSP00000354972"
"MAL","9606.ENSP00000310880"
"MALL","9606.ENSP00000272462"
"MALT1","9606.ENSP00000319279"
"MAMDC2","9606.ENSP00000366387"
"MAMDC4","9606.ENSP00000319388"
"MAML1","9606.ENSP00000292599"
"MAML2","9606.ENSP00000412394"
"MAML3","9606.ENSP00000421180"
"MAN1A1","9606.ENSP00000357453"
"MAN1A2","9606.ENSP00000348959"
"MAN1B1","9606.ENSP00000360645"
"MAN1C1","9606.ENSP00000363452"
"MAN2A1","9606.ENSP00000261483"
"MAN2A2","9606.ENSP00000353655"
"MAN2B1","9606.ENSP00000395473"
"MAN2B2","9606.ENSP00000285599"
"MANBA","9606.ENSP00000226578"
"MANEA","9606.ENSP00000351669"
"MAOA","9606.ENSP00000340684"
"MAOB","9606.ENSP00000367309"
"MAP1A","9606.ENSP00000300231"
"MAP1B","9606.ENSP00000296755"
"MAP1D","9606.ENSP00000315152"
"MAP1LC3A","9606.ENSP00000363970"
"MAP1LC3B","9606.ENSP00000268607"
"MAP2","9606.ENSP00000353508"
"MAP2K1","9606.ENSP00000302486"
"MAP2K1IP1","9606.ENSP00000424183"
"MAP2K2","9606.ENSP00000262948"
"MAP2K3","9606.ENSP00000345083"
"MAP2K4","9606.ENSP00000262445"
"MAP2K5","9606.ENSP00000178640"
"MAP2K6","9606.ENSP00000468348"
"MAP2K7","9606.ENSP00000381066"
"MAP3K1","9606.ENSP00000382423"
"MAP3K10","9606.ENSP00000253055"
"MAP3K12","9606.ENSP00000448689"
"MAP3K13","9606.ENSP00000265026"
"MAP3K15","9606.ENSP00000345629"
"MAP3K2","9606.ENSP00000343463"
"MAP3K3","9606.ENSP00000354927"
"MAP3K4","9606.ENSP00000375986"
"MAP3K5","9606.ENSP00000351908"
"MAP3K6","9606.ENSP00000350195"
"MAP3K7","9606.ENSP00000358335"
"MAP3K7IP1","9606.ENSP00000216160"
"MAP3K7IP2","9606.ENSP00000286332"
"MAP3K8","9606.ENSP00000263056"
"MAP3K9","9606.ENSP00000451263"
"MAP4","9606.ENSP00000353375"
"MAP4K1","9606.ENSP00000380066"
"MAP4K2","9606.ENSP00000294066"
"MAP4K3","9606.ENSP00000263881"
"MAP4K4","9606.ENSP00000314363"
"MAP4K5","9606.ENSP00000013125"
"MAP6","9606.ENSP00000307093"
"MAPK1","9606.ENSP00000215832"
"MAPK10","9606.ENSP00000352157"
"MAPK11","9606.ENSP00000333685"
"MAPK12","9606.ENSP00000215659"
"MAPK13","9606.ENSP00000211287"
"MAPK14","9606.ENSP00000229794"
"MAPK15","9606.ENSP00000337691"
"MAPK4","9606.ENSP00000383234"
"MAPK6","9606.ENSP00000261845"
"MAPK7","9606.ENSP00000311005"
"MAPK8","9606.ENSP00000353483"
"MAPK8IP1","9606.ENSP00000241014"
"MAPK8IP2","9606.ENSP00000330572"
"MAPK8IP3","9606.ENSP00000250894"
"MAPK9","9606.ENSP00000389338"
"MAPKAP1","9606.ENSP00000265960"
"MAPKAPK2","9606.ENSP00000356070"
"MAPKAPK3","9606.ENSP00000350639"
"MAPKAPK5","9606.ENSP00000202788"
"MAPKBP1","9606.ENSP00000393099"
"MAPRE1","9606.ENSP00000364721"
"MAPRE2","9606.ENSP00000300249"
"MAPRE3","9606.ENSP00000233121"
"MAPT","9606.ENSP00000340820"
"MAR4","9606.ENSP00000340590"
"MARCKS","9606.ENSP00000357624"
"MARCKSL1","9606.ENSP00000362638"
"MARCO","9606.ENSP00000318916"
"MARK1","9606.ENSP00000355884"
"MARK2","9606.ENSP00000385751"
"MARK3","9606.ENSP00000411397"
"MARK4","9606.ENSP00000262891"
"MARS","9606.ENSP00000262027"
"MARS2","9606.ENSP00000282276"
"MARVELD2","9606.ENSP00000323264"
"MARVELD3","9606.ENSP00000299952"
"MAS1","9606.ENSP00000252660"
"MASP1","9606.ENSP00000296280"
"MASP2","9606.ENSP00000383690"
"MASS1","9606.ENSP00000384582"
"MAST1","9606.ENSP00000251472"
"MAST2","9606.ENSP00000354671"
"MAST3","9606.ENSP00000262811"
"MAST4","9606.ENSP00000385727"
"MASTL","9606.ENSP00000365107"
"MAT1A","9606.ENSP00000361280"
"MAT2A","9606.ENSP00000303147"
"MAT2B","9606.ENSP00000325425"
"MATK","9606.ENSP00000378485"
"MATN1","9606.ENSP00000362870"
"MATN2","9606.ENSP00000430487"
"MATN3","9606.ENSP00000383894"
"MATN4","9606.ENSP00000343164"
"MATR3","9606.ENSP00000354346"
"MAWBP","9606.ENSP00000308466"
"MAX","9606.ENSP00000351490"
"MAZ","9606.ENSP00000219782"
"MB","9606.ENSP00000352835"
"MBD1","9606.ENSP00000405268"
"MBD2","9606.ENSP00000256429"
"MBD3","9606.ENSP00000156825"
"MBD3L1","9606.ENSP00000304198"
"MBD3L2","9606.ENSP00000370800"
"MBD4","9606.ENSP00000249910"
"MBD6","9606.ENSP00000347896"
"MBIP","9606.ENSP00000399718"
"MBL2","9606.ENSP00000363079"
"MBNL1","9606.ENSP00000282486"
"MBNL2","9606.ENSP00000267287"
"MBNL3","9606.ENSP00000359890"
"MBP","9606.ENSP00000372025"
"MBTD1","9606.ENSP00000403946"
"MBTPS1","9606.ENSP00000344223"
"MBTPS2","9606.ENSP00000368798"
"MC1R","9606.ENSP00000451605"
"MC2R","9606.ENSP00000333821"
"MC3R","9606.ENSP00000243911"
"MC4R","9606.ENSP00000299766"
"MC5R","9606.ENSP00000318077"
"MCAM","9606.ENSP00000264036"
"MCC","9606.ENSP00000386227"
"MCCC1","9606.ENSP00000265594"
"MCCC2","9606.ENSP00000343657"
"MCEE","9606.ENSP00000244217"
"MCF2","9606.ENSP00000430276"
"MCF2L","9606.ENSP00000440374"
"MCF2L2","9606.ENSP00000328118"
"MCFD2","9606.ENSP00000317271"
"MCFP","9606.ENSP00000344831"
"MCHR1","9606.ENSP00000249016"
"MCHR2","9606.ENSP00000281806"
"MCL1","9606.ENSP00000358022"
"MCM10","9606.ENSP00000354945"
"MCM2","9606.ENSP00000265056"
"MCM3","9606.ENSP00000229854"
"MCM3AP","9606.ENSP00000291688"
"MCM4","9606.ENSP00000262105"
"MCM5","9606.ENSP00000216122"
"MCM6","9606.ENSP00000264156"
"MCM7","9606.ENSP00000307288"
"MCM8","9606.ENSP00000368174"
"MCOLN1","9606.ENSP00000264079"
"MCOLN2","9606.ENSP00000359640"
"MCOLN3","9606.ENSP00000304843"
"MCPH1","9606.ENSP00000342924"
"MCRS1","9606.ENSP00000349640"
"MCTS1","9606.ENSP00000360365"
"MDC1","9606.ENSP00000365588"
"MDFI","9606.ENSP00000230321"
"MDFIC","9606.ENSP00000257724"
"MDH1","9606.ENSP00000438144"
"MDH1B","9606.ENSP00000363533"
"MDH2","9606.ENSP00000327070"
"MDK","9606.ENSP00000352852"
"MDM2","9606.ENSP00000417281"
"MDM4","9606.ENSP00000356150"
"MDN1","9606.ENSP00000358400"
"MDS025","9606.ENSP00000434724"
"MDS032","9606.ENSP00000263897"
"MDS2","9606.ENSP00000363257"
"ME1","9606.ENSP00000358719"
"ME2","9606.ENSP00000321070"
"ME3","9606.ENSP00000352657"
"MEA1","9606.ENSP00000244711"
"MECP2","9606.ENSP00000395535"
"MECR","9606.ENSP00000263702"
"MED12","9606.ENSP00000363193"
"MED12L","9606.ENSP00000417235"
"MED18","9606.ENSP00000362948"
"MED19","9606.ENSP00000337340"
"MED25","9606.ENSP00000326767"
"MED28","9606.ENSP00000237380"
"MED31","9606.ENSP00000225728"
"MED4","9606.ENSP00000258648"
"MED6","9606.ENSP00000256379"
"MED8","9606.ENSP00000290663"
"MED9","9606.ENSP00000268711"
"MEF2A","9606.ENSP00000346389"
"MEF2B","9606.ENSP00000162023"
"MEF2C","9606.ENSP00000340874"
"MEF2D","9606.ENSP00000271555"
"MEFV","9606.ENSP00000219596"
"MEGF10","9606.ENSP00000274473"
"MEGF11","9606.ENSP00000386908"
"MEIS1","9606.ENSP00000272369"
"MEIS2","9606.ENSP00000453793"
"MEIS3","9606.ENSP00000452854"
"MELK","9606.ENSP00000298048"
"MELL1","9606.ENSP00000367668"
"MEN1","9606.ENSP00000337088"
"MEOX1","9606.ENSP00000321684"
"MEOX2","9606.ENSP00000262041"
"MEP1A","9606.ENSP00000230588"
"MEP1B","9606.ENSP00000269202"
"MEPE","9606.ENSP00000354341"
"MERTK","9606.ENSP00000295408"
"MESDC2","9606.ENSP00000261758"
"MESP1","9606.ENSP00000300057"
"MESP2","9606.ENSP00000342392"
"MEST","9606.ENSP00000223215"
"MET","9606.ENSP00000317272"
"METAP1","9606.ENSP00000296411"
"METAP2","9606.ENSP00000325312"
"METTL1","9606.ENSP00000314441"
"METTL2A","9606.ENSP00000369134"
"METTL2B","9606.ENSP00000262432"
"METTL3","9606.ENSP00000298717"
"METTL4","9606.ENSP00000458290"
"METTL6","9606.ENSP00000373300"
"METTL7A","9606.ENSP00000331787"
"MFAP2","9606.ENSP00000364685"
"MFAP3","9606.ENSP00000322956"
"MFAP3L","9606.ENSP00000354583"
"MFAP4","9606.ENSP00000378957"
"MFAP5","9606.ENSP00000352455"
"MFGE8","9606.ENSP00000268150"
"MFHAS1","9606.ENSP00000276282"
"MFN1","9606.ENSP00000263969"
"MFN2","9606.ENSP00000235329"
"MFNG","9606.ENSP00000349490"
"MFSD1","9606.ENSP00000403117"
"MFSD2","9606.ENSP00000361895"
"MFSD3","9606.ENSP00000301327"
"MFSD4","9606.ENSP00000356115"
"MGA","9606.ENSP00000219905"
"MGAM","9606.ENSP00000447378"
"MGAT1","9606.ENSP00000311888"
"MGAT2","9606.ENSP00000307423"
"MGAT3","9606.ENSP00000345270"
"MGAT4A","9606.ENSP00000264968"
"MGAT4B","9606.ENSP00000338487"
"MGAT4C","9606.ENSP00000331664"
"MGAT5","9606.ENSP00000281923"
"MGAT5B","9606.ENSP00000391227"
"MGC10433","9606.ENSP00000262633"
"MGC10471","9606.ENSP00000221554"
"MGC10911","9606.ENSP00000252329"
"MGC10992","9606.ENSP00000258214"
"MGC10993","9606.ENSP00000272521"
"MGC11102","9606.ENSP00000309175"
"MGC11257","9606.ENSP00000350011"
"MGC11266","9606.ENSP00000260662"
"MGC11335","9606.ENSP00000268797"
"MGC13024","9606.ENSP00000322249"
"MGC13125","9606.ENSP00000260210"
"MGC13170","9606.ENSP00000301419"
"MGC13379","9606.ENSP00000440638"
"MGC14327","9606.ENSP00000375053"
"MGC15407","9606.ENSP00000295117"
"MGC15476","9606.ENSP00000375783"
"MGC15619","9606.ENSP00000242607"
"MGC15875","9606.ENSP00000310978"
"MGC16028","9606.ENSP00000238628"
"MGC16186","9606.ENSP00000256039"
"MGC16372","9606.ENSP00000288710"
"MGC16943","9606.ENSP00000350651"
"MGC17403","9606.ENSP00000313886"
"MGC19604","9606.ENSP00000377311"
"MGC20255","9606.ENSP00000269967"
"MGC20470","9606.ENSP00000369531"
"MGC20983","9606.ENSP00000348757"
"MGC21874","9606.ENSP00000308022"
"MGC22014","9606.ENSP00000386869"
"MGC23244","9606.ENSP00000301272"
"MGC24381","9606.ENSP00000007390"
"MGC24665","9606.ENSP00000310356"
"MGC2474","9606.ENSP00000252799"
"MGC25181","9606.ENSP00000315351"
"MGC2574","9606.ENSP00000227520"
"MGC2654","9606.ENSP00000371345"
"MGC26856","9606.ENSP00000310770"
"MGC26885","9606.ENSP00000289805"
"MGC26963","9606.ENSP00000351981"
"MGC27016","9606.ENSP00000281722"
"MGC2747","9606.ENSP00000417147"
"MGC2749","9606.ENSP00000222307"
"MGC2803","9606.ENSP00000242784"
"MGC29671","9606.ENSP00000347721"
"MGC29898","9606.ENSP00000295290"
"MGC3121","9606.ENSP00000300835"
"MGC3123","9606.ENSP00000444565"
"MGC3196","9606.ENSP00000303987"
"MGC32020","9606.ENSP00000466121"
"MGC3207","9606.ENSP00000040663"
"MGC33302","9606.ENSP00000296468"
"MGC33407","9606.ENSP00000316674"
"MGC33486","9606.ENSP00000326244"
"MGC33948","9606.ENSP00000376799"
"MGC34647","9606.ENSP00000288098"
"MGC34725","9606.ENSP00000322649"
"MGC34821","9606.ENSP00000396586"
"MGC3731","9606.ENSP00000352021"
"MGC39581","9606.ENSP00000371037"
"MGC40178","9606.ENSP00000369840"
"MGC40405","9606.ENSP00000398401"
"MGC40499","9606.ENSP00000262932"
"MGC40579","9606.ENSP00000418001"
"MGC4093","9606.ENSP00000243578"
"MGC4172","9606.ENSP00000251312"
"MGC42174","9606.ENSP00000315569"
"MGC4266","9606.ENSP00000409382"
"MGC4268","9606.ENSP00000272647"
"MGC4562","9606.ENSP00000321711"
"MGC4728","9606.ENSP00000282292"
"MGC4825","9606.ENSP00000368528"
"MGC48595","9606.ENSP00000335447"
"MGC48915","9606.ENSP00000333737"
"MGC50559","9606.ENSP00000350353"
"MGC50811","9606.ENSP00000289388"
"MGC5139","9606.ENSP00000344942"
"MGC52057","9606.ENSP00000334463"
"MGC5242","9606.ENSP00000376823"
"MGC5509","9606.ENSP00000258457"
"MGC61571","9606.ENSP00000418348"
"MGC70924","9606.ENSP00000342709"
"MGC71993","9606.ENSP00000449500"
"MGC87631","9606.ENSP00000328054"
"MGEA5","9606.ENSP00000354850"
"MGLL","9606.ENSP00000265052"
"MGMT","9606.ENSP00000302111"
"MGP","9606.ENSP00000228938"
"MGRN1","9606.ENSP00000262370"
"MGST1","9606.ENSP00000010404"
"MGST2","9606.ENSP00000265498"
"MGST3","9606.ENSP00000356859"
"MIA","9606.ENSP00000263369"
"MIA2","9606.ENSP00000280083"
"MIB1","9606.ENSP00000261537"
"MIB2","9606.ENSP00000426103"
"MICAL-L1","9606.ENSP00000215957"
"MICAL-L2","9606.ENSP00000297508"
"MICAL1","9606.ENSP00000351664"
"MICAL2","9606.ENSP00000256194"
"MICAL3","9606.ENSP00000416015"
"MID1IP1","9606.ENSP00000338706"
"MID2","9606.ENSP00000262843"
"MIDN","9606.ENSP00000300952"
"MIER1","9606.ENSP00000383820"
"MIF","9606.ENSP00000215754"
"MIF4GD","9606.ENSP00000245551"
"MIMITIN","9606.ENSP00000296597"
"MINA","9606.ENSP00000328251"
"MINK1","9606.ENSP00000347427"
"MINPP1","9606.ENSP00000361064"
"MIOX","9606.ENSP00000216075"
"MIP","9606.ENSP00000257979"
"MIPEP","9606.ENSP00000371607"
"MIPOL1","9606.ENSP00000333539"
"MIR16","9606.ENSP00000261386"
"MIRN21","9606.ENSP00000262291"
"MIS12","9606.ENSP00000370557"
"MIST","9606.ENSP00000226951"
"MITF","9606.ENSP00000295600"
"MIXL1","9606.ENSP00000355775"
"MIZF","9606.ENSP00000318085"
"MKI67","9606.ENSP00000357643"
"MKI67IP","9606.ENSP00000285814"
"MKKS","9606.ENSP00000246062"
"MKL1","9606.ENSP00000347847"
"MKL2","9606.ENSP00000339086"
"MKLN1","9606.ENSP00000323527"
"MKNK1","9606.ENSP00000361014"
"MKNK2","9606.ENSP00000250896"
"MKRN1","9606.ENSP00000255977"
"MKRN2","9606.ENSP00000170447"
"MKRN3","9606.ENSP00000313881"
"MKS1","9606.ENSP00000376827"
"MLANA","9606.ENSP00000370880"
"MLC1","9606.ENSP00000310375"
"MLC1SA","9606.ENSP00000207437"
"MLF1","9606.ENSP00000376568"
"MLF1IP","9606.ENSP00000281453"
"MLF2","9606.ENSP00000203630"
"MLH1","9606.ENSP00000231790"
"MLH3","9606.ENSP00000348020"
"MLKL","9606.ENSP00000308351"
"MLL","9606.ENSP00000436786"
"MLL2","9606.ENSP00000301067"
"MLL4","9606.ENSP00000222270"
"MLL5","9606.ENSP00000257745"
"MLLT1","9606.ENSP00000252674"
"MLLT10","9606.ENSP00000307411"
"MLLT11","9606.ENSP00000357917"
"MLLT3","9606.ENSP00000369695"
"MLLT4","9606.ENSP00000375956"
"MLLT6","9606.ENSP00000316426"
"MLLT7","9606.ENSP00000363377"
"MLN","9606.ENSP00000388825"
"MLNR","9606.ENSP00000218721"
"MLPH","9606.ENSP00000264605"
"MLR1","9606.ENSP00000371661"
"MLR2","9606.ENSP00000348298"
"MLSTD1","9606.ENSP00000182377"
"MLSTD2","9606.ENSP00000346874"
"MLX","9606.ENSP00000246912"
"MLXIP","9606.ENSP00000312834"
"MLXIPL","9606.ENSP00000320886"
"MLYCD","9606.ENSP00000262430"
"MLZE","9606.ENSP00000276708"
"MMAA","9606.ENSP00000281317"
"MMAB","9606.ENSP00000365759"
"MMACHC","9606.ENSP00000383840"
"MMD","9606.ENSP00000262065"
"MMD2","9606.ENSP00000384690"
"MME","9606.ENSP00000353679"
"MMP1","9606.ENSP00000322788"
"MMP10","9606.ENSP00000279441"
"MMP11","9606.ENSP00000215743"
"MMP13","9606.ENSP00000260302"
"MMP15","9606.ENSP00000219271"
"MMP16","9606.ENSP00000286614"
"MMP17","9606.ENSP00000353767"
"MMP19","9606.ENSP00000313437"
"MMP2","9606.ENSP00000219070"
"MMP20","9606.ENSP00000260228"
"MMP21","9606.ENSP00000357798"
"MMP23B","9606.ENSP00000348308"
"MMP24","9606.ENSP00000246186"
"MMP25","9606.ENSP00000337816"
"MMP26","9606.ENSP00000300762"
"MMP28","9606.ENSP00000250144"
"MMP3","9606.ENSP00000299855"
"MMP7","9606.ENSP00000260227"
"MMP8","9606.ENSP00000236826"
"MMP9","9606.ENSP00000361405"
"MMRN1","9606.ENSP00000264790"
"MMS19L","9606.ENSP00000359818"
"MN1","9606.ENSP00000304956"
"MNAT1","9606.ENSP00000261245"
"MNDA","9606.ENSP00000357123"
"MNS1","9606.ENSP00000260453"
"MNT","9606.ENSP00000174618"
"MOAP1","9606.ENSP00000298894"
"MOBK1B","9606.ENSP00000379364"
"MOBKL1A","9606.ENSP00000310189"
"MOBKL2A","9606.ENSP00000349575"
"MOBKL2B","9606.ENSP00000262244"
"MOBKL2C","9606.ENSP00000271139"
"MOCOS","9606.ENSP00000261326"
"MOCS1","9606.ENSP00000362282"
"MOCS2","9606.ENSP00000380157"
"MOCS3","9606.ENSP00000244051"
"MOGAT1","9606.ENSP00000406674"
"MOGAT2","9606.ENSP00000198801"
"MOGAT3","9606.ENSP00000223114"
"MON1A","9606.ENSP00000296473"
"MON1B","9606.ENSP00000248248"
"MON2","9606.ENSP00000377252"
"MORC2","9606.ENSP00000215862"
"MORC3","9606.ENSP00000383333"
"MORF4L1","9606.ENSP00000331310"
"MORF4L2","9606.ENSP00000353643"
"MORG1","9606.ENSP00000242796"
"MOS","9606.ENSP00000310722"
"MOSC1","9606.ENSP00000355877"
"MOSC2","9606.ENSP00000355880"
"MOSPD2","9606.ENSP00000369860"
"MOSPD3","9606.ENSP00000223054"
"MOV10","9606.ENSP00000350028"
"MOV10L1","9606.ENSP00000262794"
"MOXD1","9606.ENSP00000356940"
"MPDU1","9606.ENSP00000250124"
"MPDZ","9606.ENSP00000370410"
"MPEG1","9606.ENSP00000354335"
"MPG","9606.ENSP00000219431"
"MPHOSPH1","9606.ENSP00000260753"
"MPHOSPH10","9606.ENSP00000244230"
"MPHOSPH6","9606.ENSP00000258169"
"MPHOSPH9","9606.ENSP00000445859"
"MPI","9606.ENSP00000318318"
"MPL","9606.ENSP00000361548"
"MPO","9606.ENSP00000225275"
"MPP1","9606.ENSP00000358547"
"MPP2","9606.ENSP00000269095"
"MPP3","9606.ENSP00000381425"
"MPP4","9606.ENSP00000387278"
"MPP5","9606.ENSP00000261681"
"MPP6","9606.ENSP00000222644"
"MPP7","9606.ENSP00000337907"
"MPPE1","9606.ENSP00000465894"
"MPPED2","9606.ENSP00000350833"
"MPST","9606.ENSP00000380318"
"MPV17","9606.ENSP00000233545"
"MPZ","9606.ENSP00000431538"
"MPZL1","9606.ENSP00000352513"
"MR1","9606.ENSP00000356552"
"MRAP","9606.ENSP00000306697"
"MRAS","9606.ENSP00000289104"
"MRC1","9606.ENSP00000239761"
"MRCL3","9606.ENSP00000217652"
"MRE11A","9606.ENSP00000325863"
"MRFAP1","9606.ENSP00000318352"
"MRFAP1L1","9606.ENSP00000318154"
"MRGPRD","9606.ENSP00000310631"
"MRGPRE","9606.ENSP00000374482"
"MRGPRF","9606.ENSP00000309782"
"MRGPRG","9606.ENSP00000330612"
"MRGPRX1","9606.ENSP00000305766"
"MRGPRX2","9606.ENSP00000333800"
"MRGPRX3","9606.ENSP00000379571"
"MRGPRX4","9606.ENSP00000314042"
"MRM1","9606.ENSP00000250156"
"MRP63","9606.ENSP00000310726"
"MRPL1","9606.ENSP00000315017"
"MRPL10","9606.ENSP00000290208"
"MRPL11","9606.ENSP00000308897"
"MRPL12","9606.ENSP00000333837"
"MRPL13","9606.ENSP00000306548"
"MRPL14","9606.ENSP00000361084"
"MRPL15","9606.ENSP00000260102"
"MRPL16","9606.ENSP00000300151"
"MRPL17","9606.ENSP00000288937"
"MRPL18","9606.ENSP00000356001"
"MRPL19","9606.ENSP00000377486"
"MRPL2","9606.ENSP00000373404"
"MRPL20","9606.ENSP00000341082"
"MRPL21","9606.ENSP00000354580"
"MRPL22","9606.ENSP00000431040"
"MRPL23","9606.ENSP00000370930"
"MRPL24","9606.ENSP00000354525"
"MRPL27","9606.ENSP00000225969"
"MRPL28","9606.ENSP00000199706"
"MRPL3","9606.ENSP00000264995"
"MRPL30","9606.ENSP00000338057"
"MRPL32","9606.ENSP00000223324"
"MRPL33","9606.ENSP00000296102"
"MRPL34","9606.ENSP00000252602"
"MRPL36","9606.ENSP00000372093"
"MRPL37","9606.ENSP00000354086"
"MRPL38","9606.ENSP00000308275"
"MRPL39","9606.ENSP00000305682"
"MRPL4","9606.ENSP00000253099"
"MRPL40","9606.ENSP00000333401"
"MRPL41","9606.ENSP00000360498"
"MRPL42","9606.ENSP00000447547"
"MRPL43","9606.ENSP00000339844"
"MRPL44","9606.ENSP00000258383"
"MRPL45","9606.ENSP00000308901"
"MRPL46","9606.ENSP00000312311"
"MRPL47","9606.ENSP00000417602"
"MRPL48","9606.ENSP00000308717"
"MRPL49","9606.ENSP00000279242"
"MRPL50","9606.ENSP00000363999"
"MRPL51","9606.ENSP00000229238"
"MRPL52","9606.ENSP00000347277"
"MRPL53","9606.ENSP00000258105"
"MRPL54","9606.ENSP00000331849"
"MRPL55","9606.ENSP00000355692"
"MRPL9","9606.ENSP00000357823"
"MRPS10","9606.ENSP00000053468"
"MRPS11","9606.ENSP00000317376"
"MRPS12","9606.ENSP00000308845"
"MRPS14","9606.ENSP00000420714"
"MRPS15","9606.ENSP00000362208"
"MRPS16","9606.ENSP00000362036"
"MRPS17","9606.ENSP00000390331"
"MRPS18A","9606.ENSP00000361206"
"MRPS18B","9606.ENSP00000259873"
"MRPS18C","9606.ENSP00000295491"
"MRPS2","9606.ENSP00000241600"
"MRPS21","9606.ENSP00000312395"
"MRPS22","9606.ENSP00000310785"
"MRPS24","9606.ENSP00000318158"
"MRPS25","9606.ENSP00000253686"
"MRPS26","9606.ENSP00000369682"
"MRPS27","9606.ENSP00000261413"
"MRPS28","9606.ENSP00000276585"
"MRPS30","9606.ENSP00000424328"
"MRPS31","9606.ENSP00000315397"
"MRPS33","9606.ENSP00000320567"
"MRPS35","9606.ENSP00000081029"
"MRPS5","9606.ENSP00000272418"
"MRPS6","9606.ENSP00000382250"
"MRPS7","9606.ENSP00000245539"
"MRPS9","9606.ENSP00000258455"
"MRRF","9606.ENSP00000343867"
"MRS2L","9606.ENSP00000367637"
"MRVI1","9606.ENSP00000412130"
"MS4A1","9606.ENSP00000314620"
"MS4A10","9606.ENSP00000311862"
"MS4A2","9606.ENSP00000278888"
"MS4A3","9606.ENSP00000278865"
"MS4A4A","9606.ENSP00000338648"
"MS4A5","9606.ENSP00000300190"
"MS4A6A","9606.ENSP00000315878"
"MS4A6E","9606.ENSP00000300182"
"MS4A7","9606.ENSP00000300184"
"MS4A8B","9606.ENSP00000300226"
"MSC","9606.ENSP00000321445"
"MSH2","9606.ENSP00000233146"
"MSH3","9606.ENSP00000265081"
"MSH4","9606.ENSP00000263187"
"MSH5","9606.ENSP00000364855"
"MSH6","9606.ENSP00000234420"
